BusinessEntityID,TotalPurchaseYTD,DateFirstPurchase,BirthDate,AgeGroup,MaritalStatus,YearlyIncome,IncomeGroup,Gender,TotalChildren,ParentalStatus,NumberChildrenAtHome,Education,Occupation,EducationSegment,HomeOwnerFlag,NumberCarsOwned,OwnsAcar
9240,-20.01,2003-08-30 00:00:00.000,1942-05-10 00:00:00.000,66+,M,50001-75000,Medium Income,F,5,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
9241,543.99,2003-12-13 00:00:00.000,1970-01-16 00:00:00.000,46-55,S,0-25000,Least Income,M,2,TRUE,2,High School,Manual,Least Educated,1,0,FALSE
9242,35.97,2004-06-22 00:00:00.000,1956-04-08 00:00:00.000,66+,M,25001-50000,Low Income,F,1,TRUE,0,Partial College,Clerical,Least Educated,1,1,TRUE
9243,110.99,2004-06-22 00:00:00.000,1980-01-21 00:00:00.000,36-45,S,0-25000,Least Income,M,0,FALSE,0,Partial High School,Manual,Least Educated,0,2,TRUE
9244,880.4818,2002-04-01 00:00:00.000,1975-08-20 00:00:00.000,46-55,S,25001-50000,Low Income,F,3,TRUE,3,Partial College,Clerical,Least Educated,1,0,FALSE
9245,-2443.35,2001-10-18 00:00:00.000,1942-05-10 00:00:00.000,66+,M,25001-50000,Low Income,M,2,TRUE,0,Graduate Degree,Management,"Highly Educated ",1,1,TRUE
9246,-1120.49,2003-07-05 00:00:00.000,1968-12-09 00:00:00.000,56-65,S,50001-75000,Medium Income,F,2,TRUE,2,Graduate Degree,Professional,"Highly Educated ",0,0,FALSE
9247,32.69,2003-08-18 00:00:00.000,1964-09-03 00:00:00.000,56-65,M,25001-50000,Low Income,M,1,TRUE,0,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
9248,28.61,2004-01-02 00:00:00.000,1965-01-27 00:00:00.000,56-65,M,greater than 100000,Highest Income,M,2,TRUE,2,"Bachelors ",Management,Educated,1,3,TRUE
9249,559.19,2004-01-04 00:00:00.000,1963-02-20 00:00:00.000,56-65,S,50001-75000,Medium Income,F,3,TRUE,2,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
9250,531.00,2003-10-23 00:00:00.000,1961-10-10 00:00:00.000,56-65,S,25001-50000,Low Income,M,4,TRUE,3,High School,Skilled Manual,Least Educated,1,3,TRUE
9251,-0.01,2004-02-17 00:00:00.000,1961-11-02 00:00:00.000,56-65,S,75001-100000,High Income,F,4,TRUE,3,High School,Professional,Least Educated,1,2,TRUE
9252,2415.76,2003-11-09 00:00:00.000,1973-10-06 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,High School,Manual,Least Educated,0,1,TRUE
9253,-69.99,2004-03-20 00:00:00.000,1968-05-13 00:00:00.000,56-65,S,50001-75000,Medium Income,M,2,TRUE,2,"Bachelors ",Skilled Manual,Educated,0,1,TRUE
9254,1.70,2003-11-24 00:00:00.000,1980-08-23 00:00:00.000,36-45,M,0-25000,Least Income,F,0,FALSE,0,Partial High School,Manual,Least Educated,0,2,TRUE
9255,-21.98,2003-12-21 00:00:00.000,1973-02-09 00:00:00.000,46-55,S,75001-100000,High Income,M,0,FALSE,0,"Bachelors ",Professional,Educated,0,3,TRUE
9256,-69.99,2003-09-12 00:00:00.000,1947-02-25 00:00:00.000,66+,M,25001-50000,Low Income,M,2,TRUE,0,Partial College,Clerical,Least Educated,0,2,TRUE
9257,-4.99,2003-09-12 00:00:00.000,1958-05-20 00:00:00.000,66+,M,0-25000,Least Income,M,1,TRUE,0,"Bachelors ",Manual,Educated,0,0,FALSE
9258,65.88,2003-10-23 00:00:00.000,1972-05-22 00:00:00.000,46-55,M,75001-100000,High Income,M,0,FALSE,5,High School,Management,Least Educated,0,2,TRUE
9259,-53.99,2003-12-17 00:00:00.000,1977-12-07 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,Partial High School,Clerical,Least Educated,0,2,TRUE
9260,1164.86,2004-05-29 00:00:00.000,1963-11-24 00:00:00.000,56-65,S,25001-50000,Low Income,F,3,TRUE,3,Partial College,Clerical,Least Educated,1,0,FALSE
9261,552.98,2004-05-24 00:00:00.000,1954-05-21 00:00:00.000,66+,M,25001-50000,Low Income,F,1,TRUE,0,High School,Clerical,Least Educated,1,1,TRUE
9262,1066.50,2003-03-12 00:00:00.000,1961-02-13 00:00:00.000,56-65,M,50001-75000,Medium Income,M,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
9263,709.545,2003-03-18 00:00:00.000,1952-04-09 00:00:00.000,66+,S,0-25000,Least Income,M,3,TRUE,0,Partial College,Manual,Least Educated,1,2,TRUE
9264,2403.34,2003-10-10 00:00:00.000,1961-09-14 00:00:00.000,56-65,S,greater than 100000,Highest Income,F,1,TRUE,3,"Bachelors ",Management,Educated,0,2,TRUE
9265,-2049.0964,2003-05-04 00:00:00.000,1966-11-13 00:00:00.000,56-65,S,50001-75000,Medium Income,F,0,FALSE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
9266,37.01,2003-11-23 00:00:00.000,1971-08-03 00:00:00.000,46-55,M,greater than 100000,Highest Income,M,0,FALSE,5,Partial High School,Management,Least Educated,1,4,TRUE
9267,-21.98,2003-10-29 00:00:00.000,1921-11-10 00:00:00.000,66+,M,0-25000,Least Income,F,4,TRUE,0,Partial High School,Clerical,Least Educated,0,2,TRUE
9268,37.70,2003-11-26 00:00:00.000,1979-10-06 00:00:00.000,36-45,M,0-25000,Least Income,M,0,FALSE,0,Partial College,Manual,Least Educated,0,1,TRUE
9269,2346.97,2002-10-01 00:00:00.000,1961-03-13 00:00:00.000,56-65,M,greater than 100000,Highest Income,F,1,TRUE,3,"Bachelors ",Management,Educated,1,1,TRUE
9270,1723.69,2004-06-26 00:00:00.000,1967-09-23 00:00:00.000,56-65,M,25001-50000,Low Income,F,0,FALSE,0,"Bachelors ",Clerical,Educated,1,0,FALSE
9271,-10.00,2004-07-19 00:00:00.000,1975-05-05 00:00:00.000,46-55,M,25001-50000,Low Income,F,3,TRUE,3,Partial College,Clerical,Least Educated,1,1,TRUE
9272,1141.4925,2002-11-27 00:00:00.000,1972-12-12 00:00:00.000,46-55,M,75001-100000,High Income,M,0,FALSE,5,High School,Management,Least Educated,0,3,TRUE
9273,-58.51,2004-03-05 00:00:00.000,1964-02-22 00:00:00.000,56-65,M,50001-75000,Medium Income,F,4,TRUE,4,"Bachelors ",Skilled Manual,Educated,1,2,TRUE
9274,1104.97,2004-05-19 00:00:00.000,1977-10-28 00:00:00.000,46-55,S,25001-50000,Low Income,M,0,FALSE,0,Partial College,Clerical,Least Educated,0,1,TRUE
9275,-21.49,2004-06-21 00:00:00.000,1971-11-23 00:00:00.000,46-55,M,25001-50000,Low Income,M,2,TRUE,2,Partial College,Clerical,Least Educated,0,1,TRUE
9276,-539.99,2004-04-17 00:00:00.000,1953-06-19 00:00:00.000,66+,S,0-25000,Least Income,F,2,TRUE,0,High School,Manual,Least Educated,1,2,TRUE
9277,15.49,2004-04-22 00:00:00.000,1958-11-16 00:00:00.000,66+,M,50001-75000,Medium Income,F,5,TRUE,4,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
9278,5.00,2004-03-05 00:00:00.000,1940-09-07 00:00:00.000,66+,M,0-25000,Least Income,F,1,TRUE,0,"Bachelors ",Clerical,Educated,1,0,FALSE
9279,-19.50,2003-10-01 00:00:00.000,1962-03-03 00:00:00.000,56-65,M,0-25000,Least Income,M,1,TRUE,0,Graduate Degree,Manual,"Highly Educated ",0,0,FALSE
9280,2447.35,2003-07-22 00:00:00.000,1963-04-08 00:00:00.000,56-65,S,50001-75000,Medium Income,F,4,TRUE,2,"Bachelors ",Professional,Educated,0,2,TRUE
9281,-35.00,2004-04-15 00:00:00.000,1953-10-23 00:00:00.000,66+,M,25001-50000,Low Income,F,1,TRUE,0,"Bachelors ",Skilled Manual,Educated,1,1,TRUE
9282,-6.01,2003-12-29 00:00:00.000,1963-01-06 00:00:00.000,56-65,S,0-25000,Least Income,M,3,TRUE,2,Partial High School,Manual,Least Educated,1,2,TRUE
9283,-4.00,2004-06-28 00:00:00.000,1974-11-02 00:00:00.000,46-55,M,25001-50000,Low Income,M,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,0,0,FALSE
9284,-112.72,2003-08-08 00:00:00.000,1972-10-03 00:00:00.000,46-55,M,25001-50000,Low Income,F,1,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
9285,312.6508,2002-12-08 00:00:00.000,1958-06-18 00:00:00.000,66+,M,75001-100000,High Income,F,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
9286,16.00,2003-09-09 00:00:00.000,1969-01-20 00:00:00.000,46-55,M,50001-75000,Medium Income,F,5,TRUE,5,Graduate Degree,Professional,"Highly Educated ",0,2,TRUE
9287,-1120.49,2004-04-30 00:00:00.000,1970-10-23 00:00:00.000,46-55,S,25001-50000,Low Income,M,0,FALSE,0,Graduate Degree,Clerical,"Highly Educated ",0,0,FALSE
9288,2298.01,2004-04-27 00:00:00.000,1954-02-10 00:00:00.000,66+,M,50001-75000,Medium Income,F,3,TRUE,1,High School,Professional,Least Educated,1,0,FALSE
9289,-13.53,2003-09-01 00:00:00.000,1943-03-17 00:00:00.000,66+,M,50001-75000,Medium Income,F,3,TRUE,0,Graduate Degree,Management,"Highly Educated ",1,2,TRUE
9290,-24.99,2003-09-29 00:00:00.000,1962-08-28 00:00:00.000,56-65,S,75001-100000,High Income,F,5,TRUE,4,Partial College,Professional,Least Educated,0,4,TRUE
9291,797.1918,2002-04-07 00:00:00.000,1957-11-17 00:00:00.000,66+,M,25001-50000,Low Income,M,1,TRUE,0,Partial College,Clerical,Least Educated,1,1,TRUE
9292,4.00,2004-07-14 00:00:00.000,1976-11-11 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,High School,Skilled Manual,Least Educated,0,2,TRUE
9293,45.00,2004-05-16 00:00:00.000,1978-04-09 00:00:00.000,46-55,S,25001-50000,Low Income,M,0,FALSE,0,High School,Manual,Least Educated,0,1,TRUE
9294,-2.96,2004-05-23 00:00:00.000,1954-02-19 00:00:00.000,66+,S,75001-100000,High Income,F,3,TRUE,1,Partial College,Professional,Least Educated,0,2,TRUE
9295,518.50,2003-04-15 00:00:00.000,1980-07-17 00:00:00.000,36-45,M,0-25000,Least Income,M,0,FALSE,0,Partial College,Manual,Least Educated,0,1,TRUE
9296,699.4975,2003-04-09 00:00:00.000,1965-06-25 00:00:00.000,56-65,S,25001-50000,Low Income,F,0,FALSE,0,"Bachelors ",Professional,Educated,0,1,TRUE
9297,-4.99,2003-09-09 00:00:00.000,1958-01-17 00:00:00.000,66+,S,75001-100000,High Income,F,4,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
9298,-32.60,2004-06-05 00:00:00.000,1939-09-21 00:00:00.000,66+,S,50001-75000,Medium Income,F,3,TRUE,0,Graduate Degree,Management,"Highly Educated ",1,2,TRUE
9299,1066.50,2003-12-15 00:00:00.000,1959-09-15 00:00:00.000,56-65,S,50001-75000,Medium Income,F,4,TRUE,3,"Bachelors ",Professional,Educated,1,0,FALSE
9300,-8.99,2003-12-30 00:00:00.000,1978-03-17 00:00:00.000,46-55,S,25001-50000,Low Income,M,3,TRUE,3,Partial College,Clerical,Least Educated,1,2,TRUE
9301,-20.00,2004-02-23 00:00:00.000,1957-12-10 00:00:00.000,66+,M,0-25000,Least Income,F,1,TRUE,0,Partial College,Manual,Least Educated,1,0,FALSE
9302,4761.0918,2002-10-18 00:00:00.000,1970-09-02 00:00:00.000,46-55,M,75001-100000,High Income,M,5,TRUE,5,Graduate Degree,Management,"Highly Educated ",1,2,TRUE
9303,-2294.99,2004-06-01 00:00:00.000,1965-09-09 00:00:00.000,56-65,S,75001-100000,High Income,F,3,TRUE,3,"Bachelors ",Skilled Manual,Educated,1,2,TRUE
9304,-1484.1064,2002-07-11 00:00:00.000,1980-02-23 00:00:00.000,36-45,S,0-25000,Least Income,M,0,FALSE,0,Partial College,Manual,Least Educated,0,1,TRUE
9305,5.00,2003-12-10 00:00:00.000,1973-04-20 00:00:00.000,46-55,M,greater than 100000,Highest Income,M,0,FALSE,5,Partial High School,Professional,Least Educated,1,4,TRUE
9306,2349.0804,2003-06-20 00:00:00.000,1968-10-27 00:00:00.000,56-65,S,greater than 100000,Highest Income,M,1,TRUE,0,Graduate Degree,Management,"Highly Educated ",0,3,TRUE
9307,1066.50,2004-04-26 00:00:00.000,1941-12-07 00:00:00.000,66+,S,50001-75000,Medium Income,F,3,TRUE,0,Graduate Degree,Management,"Highly Educated ",1,2,TRUE
9308,27.70,2004-06-10 00:00:00.000,1953-04-16 00:00:00.000,66+,M,25001-50000,Low Income,M,3,TRUE,0,Partial College,Skilled Manual,Least Educated,0,2,TRUE
9309,-24.99,2003-10-29 00:00:00.000,1964-12-13 00:00:00.000,56-65,S,50001-75000,Medium Income,M,4,TRUE,4,"Bachelors ",Professional,Educated,1,3,TRUE
9310,-16.99,2003-10-17 00:00:00.000,1959-03-19 00:00:00.000,56-65,M,50001-75000,Medium Income,F,4,TRUE,3,"Bachelors ",Professional,Educated,1,0,FALSE
9311,8.01,2004-04-22 00:00:00.000,1966-07-27 00:00:00.000,56-65,M,25001-50000,Low Income,M,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,2,TRUE
9312,1111.50,2003-11-05 00:00:00.000,1964-10-24 00:00:00.000,56-65,M,50001-75000,Medium Income,F,4,TRUE,2,"Bachelors ",Skilled Manual,Educated,1,2,TRUE
9313,-33.01,2003-09-24 00:00:00.000,1946-11-06 00:00:00.000,66+,S,75001-100000,High Income,M,5,TRUE,0,Partial College,Professional,Least Educated,0,2,TRUE
9314,-20.00,2003-10-29 00:00:00.000,1974-06-19 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,Graduate Degree,Skilled Manual,"Highly Educated ",0,0,FALSE
9315,-3578.27,2001-09-07 00:00:00.000,1980-07-22 00:00:00.000,36-45,M,25001-50000,Low Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,1,2,TRUE
9316,-1.64,2003-10-22 00:00:00.000,1979-03-09 00:00:00.000,36-45,S,25001-50000,Low Income,F,0,FALSE,0,Partial High School,Clerical,Least Educated,0,2,TRUE
9317,614.46,2003-09-06 00:00:00.000,1961-11-05 00:00:00.000,56-65,S,25001-50000,Low Income,M,4,TRUE,0,Graduate Degree,Clerical,"Highly Educated ",1,0,FALSE
9318,-2.29,2003-09-26 00:00:00.000,1948-01-13 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,1,"Bachelors ",Management,Educated,1,0,FALSE
9319,22.70,2003-09-15 00:00:00.000,1941-06-05 00:00:00.000,66+,S,25001-50000,Low Income,F,3,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
9320,1492.8318,2003-03-23 00:00:00.000,1962-07-11 00:00:00.000,56-65,M,50001-75000,Medium Income,M,1,TRUE,0,"Bachelors ",Professional,Educated,1,1,TRUE
9321,-1.01,2003-12-03 00:00:00.000,1975-02-02 00:00:00.000,46-55,M,50001-75000,Medium Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,1,2,TRUE
9322,-8.02,2003-09-24 00:00:00.000,1971-04-18 00:00:00.000,46-55,S,0-25000,Least Income,F,0,FALSE,0,Partial High School,Manual,Least Educated,0,2,TRUE
9323,5.00,2004-04-27 00:00:00.000,1962-04-22 00:00:00.000,56-65,M,50001-75000,Medium Income,F,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
9324,-1509.4492,2002-10-01 00:00:00.000,1944-10-11 00:00:00.000,66+,M,0-25000,Least Income,M,5,TRUE,0,High School,Skilled Manual,Least Educated,1,4,TRUE
9325,1084.48,2003-12-14 00:00:00.000,1954-10-22 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,0,Partial High School,Skilled Manual,Least Educated,0,2,TRUE
9326,-2131.15,2001-09-09 00:00:00.000,1950-04-23 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,1,Partial College,Professional,Least Educated,1,2,TRUE
9327,2259.99,2002-06-18 00:00:00.000,1973-11-14 00:00:00.000,46-55,S,25001-50000,Low Income,F,1,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
9328,2254.9775,2002-08-21 00:00:00.000,1942-05-03 00:00:00.000,66+,M,75001-100000,High Income,F,5,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
9329,2276.96,2004-03-23 00:00:00.000,1945-06-15 00:00:00.000,66+,M,50001-75000,Medium Income,F,4,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
9330,3035.05,2002-01-07 00:00:00.000,1966-11-23 00:00:00.000,56-65,S,0-25000,Least Income,M,4,TRUE,4,Partial High School,Manual,Least Educated,1,1,TRUE
9331,-2049.0964,2003-01-20 00:00:00.000,1954-09-22 00:00:00.000,66+,S,50001-75000,Medium Income,F,2,TRUE,0,Partial High School,Skilled Manual,Least Educated,1,2,TRUE
9332,30.99,2003-08-25 00:00:00.000,1971-11-15 00:00:00.000,46-55,S,25001-50000,Low Income,F,2,TRUE,2,Partial College,Clerical,Least Educated,1,1,TRUE
9333,-30.00,2004-06-30 00:00:00.000,1959-01-04 00:00:00.000,56-65,S,75001-100000,High Income,M,1,TRUE,1,"Bachelors ",Management,Educated,1,3,TRUE
9334,491.47,2004-04-16 00:00:00.000,1961-03-17 00:00:00.000,56-65,M,50001-75000,Medium Income,F,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
9335,9.49,2003-12-07 00:00:00.000,1954-03-26 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,0,Partial High School,Skilled Manual,Least Educated,1,2,TRUE
9336,-4.99,2004-04-11 00:00:00.000,1956-05-15 00:00:00.000,66+,M,25001-50000,Low Income,M,2,TRUE,0,High School,Skilled Manual,Least Educated,1,2,TRUE
9337,-4.99,2004-05-30 00:00:00.000,1977-04-10 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,"Bachelors ",Professional,Educated,0,2,TRUE
9338,-2363.42,2001-10-12 00:00:00.000,1953-08-22 00:00:00.000,66+,M,50001-75000,Medium Income,F,3,TRUE,0,Graduate Degree,Management,"Highly Educated ",1,2,TRUE
9339,2850.9875,2002-07-20 00:00:00.000,1968-09-02 00:00:00.000,56-65,M,25001-50000,Low Income,M,0,FALSE,0,Graduate Degree,Clerical,"Highly Educated ",1,0,FALSE
9340,30.31,2004-04-25 00:00:00.000,1973-07-11 00:00:00.000,46-55,S,25001-50000,Low Income,M,1,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
9341,-1194.20,2001-10-08 00:00:00.000,1953-03-23 00:00:00.000,66+,S,50001-75000,Medium Income,F,3,TRUE,0,Graduate Degree,Management,"Highly Educated ",0,2,TRUE
9342,32.69,2004-05-17 00:00:00.000,1964-04-12 00:00:00.000,56-65,S,25001-50000,Low Income,F,2,TRUE,2,Partial College,Clerical,Least Educated,1,2,TRUE
9343,-4.99,2004-05-15 00:00:00.000,1969-10-16 00:00:00.000,46-55,S,0-25000,Least Income,M,0,FALSE,0,Partial College,Manual,Least Educated,1,1,TRUE
9344,16.00,2004-06-16 00:00:00.000,1965-06-03 00:00:00.000,56-65,M,75001-100000,High Income,M,5,TRUE,5,"Bachelors ",Professional,Educated,1,4,TRUE
9345,2.51,2004-05-11 00:00:00.000,1958-12-15 00:00:00.000,66+,M,75001-100000,High Income,F,4,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
9346,2299.99,2004-05-11 00:00:00.000,1958-08-15 00:00:00.000,66+,M,75001-100000,High Income,F,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
9347,1354.555,2003-06-21 00:00:00.000,1960-08-01 00:00:00.000,56-65,S,75001-100000,High Income,F,4,TRUE,3,High School,Professional,Least Educated,1,3,TRUE
9348,-21.98,2004-04-22 00:00:00.000,1971-02-13 00:00:00.000,46-55,M,50001-75000,Medium Income,M,1,TRUE,1,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
9349,-33.01,2003-12-22 00:00:00.000,1947-12-11 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,1,Partial College,Professional,Least Educated,1,1,TRUE
9350,1000.9108,2003-04-27 00:00:00.000,1976-06-17 00:00:00.000,46-55,S,50001-75000,Medium Income,M,0,FALSE,0,"Bachelors ",Professional,Educated,0,3,TRUE
9351,2349.08,2001-07-04 00:00:00.000,1957-05-27 00:00:00.000,66+,S,50001-75000,Medium Income,F,2,TRUE,1,Partial College,Professional,Least Educated,0,0,FALSE
9352,113.425,2002-08-20 00:00:00.000,1968-05-21 00:00:00.000,56-65,S,25001-50000,Low Income,M,0,FALSE,0,Graduate Degree,Clerical,"Highly Educated ",1,0,FALSE
9353,2417.35,2003-11-22 00:00:00.000,1948-02-03 00:00:00.000,66+,S,greater than 100000,Highest Income,M,0,FALSE,5,High School,Management,Least Educated,0,4,TRUE
9354,-1258.28,2002-04-17 00:00:00.000,1969-02-12 00:00:00.000,46-55,M,25001-50000,Low Income,M,2,TRUE,2,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
9355,25.48,2003-12-22 00:00:00.000,1947-03-27 00:00:00.000,66+,S,50001-75000,Medium Income,F,2,TRUE,1,Partial College,Professional,Least Educated,1,1,TRUE
9356,-15.01,2004-06-29 00:00:00.000,1949-07-21 00:00:00.000,66+,M,greater than 100000,Highest Income,M,4,TRUE,5,Partial College,Management,Least Educated,1,3,TRUE
9357,-30.00,2003-11-15 00:00:00.000,1964-04-20 00:00:00.000,56-65,S,25001-50000,Low Income,F,4,TRUE,4,"Bachelors ",Skilled Manual,Educated,1,2,TRUE
9358,38.47,2002-09-25 00:00:00.000,1970-09-14 00:00:00.000,46-55,S,75001-100000,High Income,M,0,FALSE,0,"Bachelors ",Professional,Educated,1,4,TRUE
9359,-30.00,2004-07-28 00:00:00.000,1948-03-24 00:00:00.000,66+,S,50001-75000,Medium Income,F,2,TRUE,1,Partial College,Professional,Least Educated,1,1,TRUE
9360,-4.99,2003-10-05 00:00:00.000,1962-08-23 00:00:00.000,56-65,S,0-25000,Least Income,M,1,TRUE,0,Graduate Degree,Manual,"Highly Educated ",0,0,FALSE
9361,21.97,2004-02-11 00:00:00.000,1956-02-14 00:00:00.000,66+,S,75001-100000,High Income,F,2,TRUE,0,Partial High School,Skilled Manual,Least Educated,0,2,TRUE
9362,584.6818,2002-12-19 00:00:00.000,1979-07-15 00:00:00.000,36-45,S,0-25000,Least Income,M,0,FALSE,0,Partial College,Manual,Least Educated,0,1,TRUE
9363,1741.9875,2003-06-27 00:00:00.000,1970-05-18 00:00:00.000,46-55,S,0-25000,Least Income,M,2,TRUE,2,High School,Manual,Least Educated,1,0,FALSE
9364,22.70,2003-10-29 00:00:00.000,1972-01-04 00:00:00.000,46-55,S,50001-75000,Medium Income,F,0,FALSE,0,Graduate Degree,Skilled Manual,"Highly Educated ",0,0,FALSE
9365,2714.9236,2002-12-28 00:00:00.000,1963-08-02 00:00:00.000,56-65,S,50001-75000,Medium Income,M,0,FALSE,0,"Bachelors ",Professional,Educated,0,1,TRUE
9366,-39.01,2004-06-08 00:00:00.000,1976-06-01 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,0,1,TRUE
9367,31.01,2003-10-12 00:00:00.000,1975-10-21 00:00:00.000,46-55,M,25001-50000,Low Income,F,0,FALSE,0,High School,Skilled Manual,Least Educated,1,1,TRUE
9368,-21.98,2004-05-19 00:00:00.000,1943-02-26 00:00:00.000,66+,S,50001-75000,Medium Income,M,5,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
9369,2264.67,2001-11-29 00:00:00.000,1954-11-13 00:00:00.000,66+,M,75001-100000,High Income,M,4,TRUE,2,High School,Professional,Least Educated,1,1,TRUE
9370,31.97,2004-06-04 00:00:00.000,1956-04-03 00:00:00.000,66+,M,25001-50000,Low Income,F,1,TRUE,0,Partial College,Clerical,Least Educated,1,1,TRUE
9371,2324.9875,2002-08-30 00:00:00.000,1947-04-14 00:00:00.000,66+,M,50001-75000,Medium Income,F,4,TRUE,1,"Bachelors ",Management,Educated,1,1,TRUE
9372,261.785,2002-11-11 00:00:00.000,1973-07-16 00:00:00.000,46-55,S,75001-100000,High Income,F,0,FALSE,0,"Bachelors ",Professional,Educated,0,3,TRUE
9373,2051.885,2002-12-27 00:00:00.000,1971-04-17 00:00:00.000,46-55,S,25001-50000,Low Income,M,2,TRUE,2,Partial College,Clerical,Least Educated,1,1,TRUE
9374,2435.4018,2001-07-03 00:00:00.000,1974-05-04 00:00:00.000,46-55,M,25001-50000,Low Income,M,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
9375,-1120.4882,2002-05-05 00:00:00.000,1962-05-11 00:00:00.000,56-65,M,25001-50000,Low Income,F,1,TRUE,0,Partial College,Clerical,Least Educated,1,1,TRUE
9376,-428.475,2002-10-19 00:00:00.000,1951-08-11 00:00:00.000,66+,S,0-25000,Least Income,M,3,TRUE,0,Partial College,Manual,Least Educated,1,2,TRUE
9377,2.70,2003-10-17 00:00:00.000,1939-09-09 00:00:00.000,66+,M,50001-75000,Medium Income,F,3,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
9378,1143.19,2004-06-28 00:00:00.000,1965-11-03 00:00:00.000,56-65,M,25001-50000,Low Income,M,1,TRUE,0,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
9379,22.70,2004-06-27 00:00:00.000,1943-08-03 00:00:00.000,66+,M,50001-75000,Medium Income,F,4,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
9380,-8.04,2004-07-02 00:00:00.000,1950-05-26 00:00:00.000,66+,M,50001-75000,Medium Income,F,4,TRUE,2,Partial College,Professional,Least Educated,0,1,TRUE
9381,734.50,2001-12-08 00:00:00.000,1979-09-23 00:00:00.000,36-45,S,0-25000,Least Income,F,1,TRUE,1,High School,Manual,Least Educated,0,0,FALSE
9382,-69.99,2004-03-30 00:00:00.000,1961-02-11 00:00:00.000,56-65,M,50001-75000,Medium Income,M,5,TRUE,4,Partial College,Skilled Manual,Least Educated,1,3,TRUE
9383,-28.99,2003-09-17 00:00:00.000,1956-04-20 00:00:00.000,66+,S,0-25000,Least Income,F,3,TRUE,0,Partial High School,Clerical,Least Educated,1,2,TRUE
9384,699.50,2003-12-05 00:00:00.000,1966-01-11 00:00:00.000,56-65,S,greater than 100000,Highest Income,F,0,FALSE,0,Graduate Degree,Management,"Highly Educated ",0,3,TRUE
9385,-30.00,2003-08-07 00:00:00.000,1951-08-12 00:00:00.000,66+,S,50001-75000,Medium Income,F,4,TRUE,2,Partial College,Professional,Least Educated,1,1,TRUE
9386,1650.9975,2003-06-01 00:00:00.000,1969-06-10 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,"Bachelors ",Clerical,Educated,0,0,FALSE
9387,-0.01,2003-12-07 00:00:00.000,1977-04-11 00:00:00.000,46-55,M,50001-75000,Medium Income,M,0,FALSE,0,Partial College,Skilled Manual,Least Educated,1,2,TRUE
9388,-2.29,2004-03-23 00:00:00.000,1978-02-26 00:00:00.000,46-55,M,25001-50000,Low Income,M,0,FALSE,0,Partial College,Skilled Manual,Least Educated,0,1,TRUE
9389,2300.9818,2003-04-19 00:00:00.000,1955-02-07 00:00:00.000,66+,S,0-25000,Least Income,F,2,TRUE,0,Partial College,Manual,Least Educated,1,0,FALSE
